ticker,avg_price2013,avg_price2014,avg_price2015,avg_price2016,avg_price2017,avg_price2018,avg_price2019,current_price
aptv,38.169078047313384,51.92234432886517,62.97948994712224,54.463716067965066,71.8332011006268,85.39514327334217,82.2773046796284,82
are,54.21034056042868,63.64822720724439,79.2080814422123,87.45852635398744,108.76318857869305,117.09783297230997,141.30966692122203,168
ato,34.938694060794894,43.10614045461019,50.261753067137704,66.93021258096846,78.08842106549389,85.34197934215287,102.63068626040504,103
atvi,14.56002001913767,19.71008616780478,26.655111100938583,36.877098492213655,55.0867551370446,68.18437307289398,48.74243840717134,79
avb,103.33959025428409,117.51330284845261,146.01663304889013,154.1450404818096,166.62684856278014,160.40806913945778,196.77624590434726,146
avgo,32.50215836933681,63.17344648875888,109.39240818931943,138.6747798616924,212.13871728661525,219.71728655446574,273.930841052343,305
avy,37.175530146038724,42.93644302610367,52.97616680084713,66.55098347436814,85.79779411407105,101.45337014369281,111.1178323049394,120
awk,35.03956022716704,42.002288984873935,49.09000151497977,67.23444119710771,76.17134197584662,82.87587306413992,110.93891116550991,144
axp,65.49710435715933,81.58593174767873,71.72041348048619,59.737430163792204,80.67354416562267,97.63781969290805,114.14396198212154,95
azo,415.17428516206286,534.7135712154328,696.8779754638672,768.8588489350818,640.4347815038674,724.4301196094528,1058.3318258618551,1168
ba,86.82136419084337,110.18087568737212,126.22128250485375,120.83171998886834,203.04691196152888,331.88519651861304,358.77486577109687,173
bac,12.095591458063277,14.752873102823893,15.124458119982766,14.281515454489087,23.219013274903315,28.33714360544881,28.816422871180944,24
bax,33.62613531899831,36.060956788441494,35.32915692102341,42.072763972812226,56.23356383730216,68.40285982838665,78.86560586899046,89
bby,23.884785288856143,25.043106026119656,30.086971699245392,31.17357042857579,49.43805039546404,67.99444482810944,67.54971932607984,96
bdx,87.88721060374426,109.06878852844238,133.87664259047736,155.03972622704885,187.34745490693476,229.80582893037226,244.09337083120195,271
ben,39.07711027538966,43.25985528552343,37.38066105615525,29.525794521210685,35.712391218816144,30.82966890373078,29.25383137899732,20
biib,215.2810322595021,317.9830948360383,352.5855553036644,280.19896831209695,291.0549403338793,313.64434255166833,263.55190452696786,272
bio,118.66821428329226,120.87650771368118,137.52603149414062,149.1690477946448,219.57577684866004,277.53282931506396,312.56372972518676,515
bk,25.82435509515187,32.081447132050045,36.97996825263614,36.71623905121334,46.440847267667614,49.98538885838482,45.99734030829536,36
bkng,877.9541662307013,1197.9609510633682,1219.8809487479073,1346.7126995268322,1798.154541501961,1968.888691814772,1871.1538923959884,1701
bkr,29.567646828908767,39.32738581157866,36.20670128625537,30.982062680380686,34.47264124957689,28.88595199584961,23.04989921478998,16
bll,21.008910769508,28.13338714175754,32.81388870118156,35.35819721221924,38.53460009449507,40.496025571785125,64.01575574420747,73
bmy,36.03547315748911,44.14189509739951,55.965786979311986,56.06869555276538,52.461020617845996,54.02734774707323,48.442798977806454,57
bsx,9.603650791304451,12.872817493620373,17.18503973597572,21.259722149561323,26.52207170919593,32.16533868341332,40.248134915790864,38
bwa,40.370688287038654,54.48732542613196,48.036975724356516,32.37148614156814,43.16090628635361,44.634824502040665,38.645813533238005,38
bxp,82.53484235491071,96.79849909222315,110.98286398630293,113.52277062431214,114.87182997137427,114.56506375012644,126.78744079953148,90
c,43.890124820527575,45.6892945425851,48.57834737263028,42.5425000039358,61.005012679385,65.61075970471143,65.81540304516989,51
cag,21.28521928333101,21.167757723066543,26.985970709058975,31.936982987419007,34.23163268860593,33.82536707266394,26.791097625853524,36
cah,41.1938747981238,60.077031241522896,72.36385490780785,67.5835761721172,63.49222130034549,52.45405464628303,46.303313103933185,56
carr,28.80221176147461,28.80221176147461,28.80221176147461,28.80221176147461,26.117140593067294,3.879274880886078,,26
cat,68.5694676202441,82.04756521800208,66.21157381269667,69.93859162406316,103.54495050802649,135.91337512498833,128.20570446196058,137
cci,57.49709109654502,61.102452247861834,69.12722784375387,77.37313658093649,89.21804967629483,100.91051379807917,125.99435430859762,166
ccl,28.922427593715607,32.874317487080894,41.801039498949805,42.73548133789547,57.1327065243664,58.129384591759916,47.87778280651759,14
cdns,13.961031758596027,16.553412683426387,19.939325340210445,23.934722234332373,35.59657378025739,42.71665342110562,64.42797603304425,102
cdw,20.70370371891902,27.694883202749587,36.62066229562911,41.2562331926255,59.78513938022325,78.92640059877677,109.29586798047262,114
ce,43.11330333588615,51.59990360623314,57.145426311190164,62.25761449904669,88.86173014241861,101.78003455538199,106.41427981664263,92
cern,48.435650674123615,56.447751635596866,65.61130973270961,55.899999785044834,62.56791513754552,60.603623986719136,65.1790648414975,71
cf,32.53654576861669,41.18008251795693,47.113907299344504,24.54629641487485,29.387221864495146,41.64298392671988,43.88421125260611,30
cfg,,20.575016077013984,22.236790853833394,21.544075065188938,33.097184002636915,37.40652381471429,33.91937178657169,25
chd,27.796268046848358,31.64473846223619,39.301670346941265,44.08374141511463,47.055825617208896,52.9958038937998,70.89655894324893,85
chrw,49.67136934068468,54.41871458386618,60.546789532616025,64.60751171717568,69.50828810612045,86.7485014166965,81.58734557742164,86
chtr,114.05444411625938,146.5689281281971,180.2932540045844,229.49678584507532,341.1083668256661,314.0535060684994,392.788452269539,561
ci,71.6413384240771,89.99213460891966,134.26376530480763,132.51010937160916,171.247511844711,190.16572905156715,171.2391103108724,181
cinf,37.931481255425346,40.20112232934861,46.50396621038043,62.11912347399999,67.16473607523032,70.45065806111492,96.7918701171875,83
cl,50.59287625267392,57.15503015972319,59.50889370933412,63.53727764553494,67.03298498814799,63.078912985752304,67.20372564830477,74
clx,70.81082006484743,78.70809724595811,99.76623374696761,114.13310072157118,123.88768242459848,132.1094784071721,150.2127953181191,227
cma,33.15964564822969,41.48565722268725,39.686862188672265,40.5968979124039,65.85827540971368,83.71941053534884,68.08283822498625,37
cmcsa,18.962194866604275,23.75235291132851,26.73188973230029,29.18093632894849,35.98499459194472,34.17730155124132,41.21041814107743,43
cme,51.317785550677584,60.056988443647114,76.93510318937756,86.89342338319808,115.61616646816056,160.09240090419573,188.62367696610707,168
cmg,397.1309119330512,601.3682950943236,659.1328969077458,428.5646428910513,377.7937055488982,413.5830672062726,722.8919435531374,1130
cmi,99.96253367832729,120.78439594450451,107.34559676760719,103.54939960298084,145.51990855547535,141.5644095371444,157.617186046782,188
cms,21.804441671522838,25.10705617874388,29.910620681823247,36.99114395323254,42.57190491573744,44.61027244172723,56.626902232094416,63
cnc,13.174761912179372,18.86400794604468,32.279127015007866,31.399841323731437,40.70354569575701,61.602470093989275,54.34049600268167,67
cnp,17.28518385735769,18.593788548121378,15.805060965674263,18.68568723920792,25.008643549277014,25.237268447875977,27.824058653816344,19
cof,54.925565901256746,69.11016541435605,71.51311359708271,65.52627333383711,81.28196141824304,91.04298106037763,87.71378468710279,65
cog,32.30312008327908,32.5708211111644,25.454475913728988,21.8528055047232,23.779631382915603,23.31841408019047,21.251550935563586,19
coo,117.79809379577637,144.57759938921248,164.20436398945156,163.83166791522314,221.38486112921362,244.337667214443,301.18339653620643,283
cop,51.94116333552769,61.97518438006204,50.56273065294538,38.45362537626236,44.28481203056427,62.286300005665815,58.92232850998167,40
cost,96.54885628109886,106.18710087972974,134.42149804130432,142.2964106968471,160.21479736571294,204.8844076209809,259.9682542710077,325
coty,13.727987112317766,14.273473164391897,22.422423907688685,21.97264796590048,16.25351588944515,13.13599552861248,10.52800624711173,4
cpb,34.404728798639205,36.3417571991209,41.391386516510494,52.24277646200998,48.56837483136302,37.79133308836188,40.002096622709246,49
cprt,16.72200396325853,17.486726212123084,18.173372987716917,23.448849163358172,32.769521979221786,52.45159352823082,71.7101986294701,89
crm,45.944236180138965,57.253611140780976,70.65543634929354,74.55396830846392,90.25948193918661,132.2096414756015,155.10480129908,188
csco,18.098980479770237,20.000311488196964,23.65272269173274,25.285430999029252,30.126100524963135,41.509521575562985,48.82048160310776,46
csx,21.772598955366348,27.672872952052526,28.7699784551348,26.471685394408212,48.38132561915424,62.91276822337117,70.87691297985259,71
ctas,43.66056499783955,59.61617701394217,81.04651844690717,95.91508511134556,128.15616236834887,179.43933695151037,232.15499587286087,302
ctl,19.236776601700555,21.509411032237704,19.540185023867895,18.78665277693007,15.990281534384922,15.662153437793018,11.53022141305227,10
ctsh,37.141659842597115,47.023932699173216,59.865813966781374,55.029767747909304,63.72716427989215,74.35179893524048,64.19234902518136,61
ctva,,,,,,,27.17514779832628,28
ctxs,51.74475492749895,49.22849075377933,54.008268961830744,63.50871487269326,78.97989420491861,100.56895559242523,99.91458039056687,142
cvs,49.573887915838334,67.64926429021926,88.92392173645989,82.67141475374737,70.54050381725052,66.21454024599842,59.085650474306135,63
